content,wording,pred_content,pred_wording
-0.09381383,0.50383294,0.25038034,0.2582524
-0.2645052,0.42075196,-0.022979025,-0.08448978
-0.6398822,-1.3827384,-1.4547365,-1.387751
-0.36560783,-0.5917877,-0.56545675,-0.6835071
0.78260905,1.4247242,1.2175398,0.81079805
0.9693108,0.66053665,1.2478516,0.9520917
0.16822565,0.037642367,1.0566721,0.9284565
-0.45695597,-0.042516176,-0.33481595,-0.4129132
-1.5471632,-1.4612448,-0.11719574,-1.3079447
-0.5110772,-1.5891145,-1.4334722,-1.5241121
-1.2045739,-1.1697837,-1.0287815,-1.0811596
-0.09381383,0.50383294,0.6216605,0.3708703
-0.23680286,-0.79816395,-0.057918135,0.09581107
-0.09381383,0.50383294,-0.09305902,-0.4057749
-1.5471632,-1.4612448,-0.37499675,-1.2354132
-1.4081798,-0.49360347,-0.5808221,-0.36117184
-1.0615848,0.13221323,-0.41351658,-0.50083345
1.8140258,2.4659882,1.5949271,1.3478462
-1.264214,-1.5050725,-1.2325069,-1.3733045
0.2056825,0.38053763,0.41738403,-0.08946505
0.9533004,1.5078051,1.707115,1.3002893
3.6262817,2.2042944,2.8389208,2.1979227
-1.487523,-1.1259559,-0.41014096,-0.20419258
0.37637386,0.4636186,1.1830168,0.8550858
0.29703063,-0.1687339,0.34795436,0.5486368
-0.40870088,-1.0065441,-0.26470226,-0.13040166
-0.39331016,0.62712824,-0.41562834,-0.06704897
0.5313678,0.58399147,0.1853166,0.024763774
0.078390926,-0.95875114,-0.06387167,-0.19179094
0.29703063,-0.1687339,0.081021234,-0.17403199
-0.8105736,-1.4658192,-0.63491946,-1.1652442
-0.23680286,-0.79816395,-0.31969234,-0.2620737
-1.2959219,-0.6205121,-0.6139132,-0.8099439
1.1734535,0.75215733,1.5849681,1.3865995
-0.29644307,-1.1334528,-0.56727076,-0.7315809
-0.6817686,-1.6721956,-1.1316963,-1.2811669
-1.3555622,-0.955801,-0.72285205,-0.46810108
0.2056825,0.38053763,0.31234604,0.5684426
-0.09381383,0.50383294,0.40014488,0.48019332
0.23338483,-0.8383783,-0.25872615,-0.8648157
-1.2005683,-0.8354281,-0.16019736,-0.22877172
-1.2045739,-1.1697837,-0.6883225,-0.24738356
0.7386663,1.0521433,1.3836026,0.8192908
-0.36560783,-0.5917877,0.20485666,-0.39322683
0.63841337,-0.0025719695,1.3596871,0.27623335
-1.1449336,-0.8344948,-0.69291055,-0.4859393
-0.9812649,-1.5489002,-0.86612797,-1.2596304
-0.21061394,-0.47141483,0.43854025,0.14935079
-1.5471632,-1.4612448,-0.672039,-1.3330728
-0.9812649,-1.5489002,-0.6864861,-1.0936292
0.6067054,0.8819884,1.134128,1.0030658
-0.9812649,-1.5489002,-1.0693016,-1.3592675
-1.6385113,-0.9119733,-1.1392227,-1.0755148
0.0888824,-0.5947101,0.30394503,0.20184787
2.3755617,1.8765024,1.8414145,1.1252627
0.2056825,0.38053763,0.8203114,0.79769945
-0.39331016,0.62712824,0.57103837,0.69878864
0.37637386,0.4636186,0.8783982,0.67446285
0.78260905,1.4247242,0.16722734,0.101374105
-0.8105736,-1.4658192,-1.0274622,-1.2238538
0.3606764,0.5009105,1.8529985,1.3301955
-0.0024657138,-0.045438595,0.19404875,0.10968949
0.65932304,0.4197909,1.285163,0.4706438
-0.5959394,-1.0101575,-0.47513303,-0.19739783
-0.45695597,-0.042516176,-0.18626617,0.03057446
0.38837874,-0.7180054,0.37667587,-0.046987552
-0.8105736,-1.4658192,-0.07541545,-0.2753208
1.6590319,2.3456154,1.6285964,1.3578018
-1.264214,-1.5050725,-1.4741145,-1.5518628
-0.7731167,-1.122924,-1.2139038,-1.3663808
-0.56400156,0.5440473,0.02605104,0.17776139
0.0506886,0.26016477,-0.17508754,-0.07524309
-1.2045739,-1.1697837,-0.60291606,-0.6266748
0.29703063,-0.1687339,0.4867281,0.7104669
0.28502575,1.0128901,0.56931233,0.44865358
0.5193629,1.7656155,1.0274216,0.8469306
-0.67625934,0.6709559,0.11681031,0.10204797
-0.15745962,-0.16581146,-0.36500633,-0.6310527
0.29703063,-0.1687339,0.3253331,0.20420533
0.2056825,0.38053763,0.48551315,0.18319565
-0.47265342,-0.005224259,-0.6072538,-0.8316888
-0.12575172,-1.0503719,-0.396855,-1.1539959
-0.15745962,-0.16581146,-0.30710223,-0.44470003
-1.5471632,-1.4612448,-0.78947055,-0.87639326
1.5357459,1.3406821,1.1626189,1.2531544
-0.30196205,0.0778567,-0.44017118,-0.532091
-1.264214,-1.5050725,-0.9584361,-1.3071656
-0.8619845,-0.8783225,-0.4617069,-0.25943872
-1.2045739,-1.1697837,-1.2237755,-1.3972024
-1.264214,-1.5050725,-1.2733461,-1.3042611
-0.5483041,0.50675535,0.065716684,-0.23365371
0.5313678,0.58399147,1.1717178,0.95277053
1.1734535,0.75215733,1.1362238,0.9551827
0.8936602,1.1725162,0.90647393,0.75963825
-1.2045739,-1.1697837,-0.78474003,-1.1668938
2.595095,3.6017954,2.036183,1.9430103
1.4394985,0.62032235,1.7637566,0.98576736
0.467722,-0.08565293,1.1791223,0.91081554
0.4360141,0.79890746,0.8029157,0.88939524
0.2056825,0.38053763,0.45191228,0.42170617
-0.9932698,-0.3672762,-1.0527382,-1.352227
-1.2045739,-1.1697837,-1.315965,-1.4922439
0.029472176,1.5087662,0.2861314,0.6526228
0.467722,-0.08565293,0.5976589,0.41380024
-0.24880774,0.38346004,-0.34566703,-0.1627138
-1.0772823,0.16950515,-0.24475421,-0.15072529
-0.008951618,-0.07512409,-0.68532467,-0.84967095
1.4443978,1.8899536,1.1244268,0.979562
0.28502575,1.0128901,0.34862727,0.34800246
-0.30196205,0.0778567,-0.5525422,-0.86646163
0.29703063,-0.1687339,0.27629283,0.008219559
0.2056825,0.38053763,0.6846478,0.636315
0.2056825,0.38053763,0.4412725,-0.18144915
-1.264214,-1.5050725,-1.2569017,-1.4180661
-0.07259741,-0.7447685,-0.13182056,-0.79517555
1.4881105,-0.17623074,1.1447322,0.14576827
-0.9812649,-1.5489002,-0.9388029,-1.1963525
-1.264214,-1.5050725,-1.0520262,-1.2118235
0.28502575,1.0128901,0.9147961,0.7086396
1.2679574,0.57941705,1.5298533,1.3732922
-0.09381383,0.50383294,0.3802283,0.6874742
0.2056825,0.38053763,0.7317709,0.7432207
-0.9216247,-1.2136114,-0.9537246,-1.3567756
-0.9050775,-1.2930789,-0.9114145,-1.2871771
-0.8192484,-0.631041,-0.18440883,-0.3559552
-1.5471632,-1.4612448,-0.75958973,-1.1951796
-0.0024657138,-0.045438595,-0.17574659,-0.40561366
0.52002656,0.26212612,0.6232042,0.36981875
-0.0024657138,-0.045438595,0.0014473163,-0.17404926
-0.30844796,0.0481712,-0.48504862,-0.839374
-0.09381383,0.50383294,0.67708313,0.040561236
-0.6070946,0.1292908,-0.53931355,-0.56863606
-0.09381383,0.50383294,-0.12651367,-0.19721441
