content,wording,pred_content,pred_wording
-1.5471632,-1.4612448,-1.2116423,-1.062185
-1.1775352,-0.8852102,-0.01307658,0.20889568
-0.9812649,-1.5489002,-1.1860802,-0.90162027
0.29703063,-0.1687339,-0.17257042,0.0742221
-0.104305305,0.13979189,-0.5043285,-0.12763378
-0.0024657138,-0.045438595,-0.7646185,-0.34338623
-1.4278828,-0.7906671,-0.84994376,-0.59858155
3.0652826,3.5615811,1.5487562,1.2879701
-1.5471632,-1.4612448,-1.1551346,-0.8057963
0.37637386,0.4636186,0.85714734,0.32875693
-0.3560833,-1.4687417,-0.8827666,-0.7366451
1.5739397,0.48580724,0.9716147,0.4864361
0.67035127,1.5516328,0.22188422,0.3958189
0.4360141,0.79890746,0.5870156,0.67005813
-0.94817054,-1.7078354,-0.8155642,-1.1299484
-0.96471775,-1.6283678,-1.0490957,-1.0311067
1.1734535,0.75215733,1.4527762,1.2135712
0.78260905,1.4247242,-0.42194557,-0.2899653
-0.6715901,-0.49817792,-0.3550408,-0.6344491
-1.2045739,-1.1697837,-1.0679967,-1.1305721
-0.15745962,-0.16581146,-0.3770939,-0.09220881
-0.0024657138,-0.045438595,-0.28436524,0.14158893
0.6227159,0.034719944,-0.18894853,0.05708882
0.32896852,1.3854709,1.4767159,1.2341279
0.78260905,1.4247242,0.07183019,0.4707377
-0.38227224,-1.7954909,-0.7150814,-0.95623237
-1.5471632,-1.4612448,-1.0451701,-0.55612147
-0.61194986,-0.16288905,-0.80411243,-0.70951945
-0.9812649,-1.5489002,-1.1935794,-0.9818558
0.29703063,-0.1687339,0.11637121,0.1413204
0.79340726,0.11780091,0.6321691,0.43166098
0.28502575,1.0128901,0.073179476,0.4495363
-0.23680286,-0.79816395,-0.9485948,-1.0008452
-0.09381383,0.50383294,-0.39971018,-0.24680787
0.2056825,0.38053763,-0.13458744,0.16285461
0.2475689,0.66999483,0.8947112,0.68338716
-0.9216247,-1.2136114,-1.0521461,-0.72263783
-1.2045739,-1.1697837,-0.9772796,-0.7369641
-0.9812649,-1.5489002,-1.0347003,-1.1059344
-1.264214,-1.5050725,-1.1014457,-1.0810469
-1.0019445,0.4675021,-0.54280245,0.027453339
0.23739041,-0.5040228,-0.737371,-0.65080535
0.70205915,0.6670724,0.7614759,0.6356984
3.4118776,4.187398,1.5256,1.1867113
-0.8349458,-0.59374905,-0.94268537,-0.5783103
-1.5471632,-1.4612448,-1.1161875,-1.0227721
-1.264214,-1.5050725,-1.1637486,-1.1249971
0.17343786,0.49729717,0.7292593,0.41401753
-0.60242534,-1.039843,-0.96531755,-1.0202886
0.5313678,0.58399147,0.1990248,0.4219722
-0.21061394,-0.47141483,-0.42494708,0.1196182
-1.5471632,-1.4612448,-1.1684828,-1.2059641
0.029242186,-0.929999,-0.99968404,-0.9902193
0.2056825,0.38053763,-0.55482274,0.082785495
-0.39331016,0.62712824,-0.35531375,0.014854925
-1.5471632,-1.4612448,-0.9297016,-0.45454267
-0.21061394,-0.47141483,-0.4470514,-0.2598627
0.38837874,-0.7180054,-0.52591425,-0.5039287
-1.3555622,-0.955801,-1.1774821,-0.90688473
-0.12575172,-1.0503719,-1.0629052,-1.0162609
0.87395716,0.87545264,0.8680904,0.33042678
-0.68728757,-0.460886,-1.0725733,-1.0853289
-0.09381383,0.50383294,-0.18749216,0.21151082
-0.12575172,-1.0503719,-0.6922907,-0.56653786
-0.34038585,-1.5060335,-0.9387786,-0.7407547
0.29703063,-0.1687339,-0.1012589,0.3788316
1.6907398,1.461055,1.1287653,0.9577698
-0.75093335,-1.1305304,-0.9915667,-1.1275147
0.5193629,1.7656155,0.0010338364,0.22261101
0.2056825,0.38053763,-0.49850595,-0.58056074
-0.07259741,-0.7447685,-0.96530455,-1.0766023
-0.60242534,-1.039843,-1.0054983,-0.9004222
-0.82257843,-0.28419524,-0.9536233,-0.7615924
2.2205677,1.7561295,1.6142678,1.2525142
1.1978258,-0.11991286,-0.3570596,-0.18100214
-0.75093335,-1.1305304,-0.9997514,-0.92853767
0.49942988,-0.9702133,0.030206123,-0.3343215
2.0498765,1.6730486,0.06456385,0.18051757
-0.09381383,0.50383294,-0.49673268,-0.050702058
-1.5788711,-0.5766844,-1.2275146,-0.8305388
-0.31245354,-0.28618434,-0.5703423,-0.17274088
-1.264214,-1.5050725,-1.2095834,-1.1012803
-0.9812649,-1.5489002,-1.1275079,-1.2269545
-0.78264123,-0.24597001,-0.85607314,-0.6020946
-0.37209374,-0.6214732,-0.69164026,-0.71091294
0.5313678,0.58399147,-0.18291478,-0.2598687
-0.8105736,-1.4658192,-1.0350626,-1.010539
-0.9812649,-1.5489002,-1.0187093,-0.96602356
-1.5192308,-0.24139558,-1.1399181,-1.192717
-0.0024657138,-0.045438595,-0.3435154,-0.12109925
