content,wording,pred_content,pred_wording
0.38837874,-0.7180054,0.6045429,0.517763
0.5313678,0.58399147,0.82562095,0.6976681
0.029472176,1.5087662,0.36678696,0.61583674
-0.39331016,0.62712824,0.28808936,-0.22057657
-0.67625934,0.6709559,-0.12136867,-0.37842408
0.78260905,1.4247242,0.9015923,0.8333291
-1.4278828,-0.7906671,-0.4391718,-0.66385025
0.29703063,-0.1687339,0.38580808,0.2217584
-0.54745436,0.46457967,1.3316877,1.1673965
0.49942988,-0.9702133,0.37980646,-0.38864788
0.45202452,-0.048361015,1.1914716,0.9247476
0.2056825,0.38053763,0.8080133,0.6330973
-1.3555622,-0.955801,-1.0260344,-1.243069
-0.31245354,-0.28618434,0.02073201,0.13257076
1.2592826,1.4141953,1.6128355,1.2511969
-0.30196205,0.0778567,0.23846444,0.43904048
-0.83125323,0.55058306,-0.23782896,-0.46803516
-0.0024657138,-0.045438595,-0.14703913,0.12441192
-0.75093335,-1.1305304,-0.9266394,-0.8928911
-0.09381383,0.50383294,0.1870503,0.21256442
-0.9812649,-1.5489002,-0.883698,-0.8625709
-0.47913933,-0.03490976,-0.92392987,-0.6709467
-0.21061394,-0.47141483,-0.3161787,-0.2795793
-0.60242534,-1.039843,-1.2847903,-1.3976637
-0.96471775,-1.6283678,-1.3730813,-1.4384784
-1.5471632,-1.4612448,-0.8376244,-1.1773313
-0.9385288,-1.3016187,-1.0857236,-1.071149
-0.6642544,-0.5106681,0.0894698,-0.101187654
-0.39331016,0.62712824,-0.4096271,-0.06834978
0.2056825,0.38053763,-0.06707793,-0.12480212
3.4116476,1.7486327,1.9889522,0.9222814
-1.2045739,-1.1697837,-0.8782295,-1.0279123
-0.5584826,-0.66726226,-0.5091073,-0.26832238
0.2056825,0.38053763,0.49984854,0.2779832
-0.9812649,-1.5489002,-1.1780154,-1.3838092
-0.15345405,0.16854407,0.29762405,0.4872761
-0.68675077,0.30691487,-0.10617279,0.09261799
-0.78264123,-0.24597001,-0.14346233,-0.32614625
3.802722,3.514831,2.2221074,1.636692
1.4077907,1.5048827,1.1313735,0.706753
0.90566504,-0.00910775,1.216287,0.8915992
-0.62764734,-0.12559713,-0.549972,-0.46480784
-0.21709985,-0.5011003,0.19912207,-0.07237769
-0.62764734,-0.12559713,-0.6986659,-0.9779771
-0.5427851,-0.70455414,-0.6355844,-0.928264
1.1734535,0.75215733,1.4883182,1.3529917
0.0888824,-0.5947101,0.90772593,0.8220166
-0.9216247,-1.2136114,-0.48930502,-0.55369115
0.65064824,1.2545692,1.6175263,1.3909913
-1.1738425,0.2591219,-0.7311503,-0.8183733
-0.29644307,-1.1334528,-0.6617984,-0.96698916
0.029242186,-0.929999,-0.45441017,-0.7221887
-0.34038585,-1.5060335,-0.44467226,-0.9129346
1.2845047,0.49994946,0.69641167,-0.3256778
-0.9216247,-1.2136114,-1.0805439,-1.0181577
-0.328151,-0.24889243,0.026933188,0.29454732
-0.6236417,0.20875841,-0.31654376,-0.67051184
-0.62212837,-1.3369067,-0.7912967,-0.892489
-0.43173397,-0.9567621,-0.14074057,-0.6190644
-0.9812649,-1.5489002,-1.0599692,-1.0902096
0.28502575,1.0128901,0.8625223,0.66394687
0.87395716,0.87545264,1.3582789,1.0317688
-0.61194986,-0.16288905,-0.44875047,-0.64140713
-0.5362992,-0.67486864,-0.59602517,-0.7567049
-0.6817686,-1.6721956,-1.2212198,-1.2664775
-0.376763,0.54766065,0.44726083,0.19569266
-1.5471632,-1.4612448,-1.326714,-1.4580896
-0.15745962,-0.16581146,0.050007276,0.38205037
0.23338483,-0.8383783,-0.074458115,-0.16831748
-0.8105736,-1.4658192,-0.6268834,-1.0803447
1.3760828,2.3894432,1.5011219,1.1614965
-1.5471632,-1.4612448,-0.26720968,-0.6165579
1.4508836,1.9196391,1.2289368,0.5567866
-1.1449336,-0.8344948,-0.33935538,-0.4583658
-1.2045739,-1.1697837,-1.0428368,-0.9684717
-1.264214,-1.5050725,-1.3459907,-1.4216954
-1.0019445,0.4675021,-0.26112118,-0.49301046
-0.9216247,-1.2136114,-0.56343025,-0.6356246
1.6221948,-0.47822073,1.3643901,0.9707413
-0.8105736,-1.4658192,-0.60275644,-0.6112187
0.9850083,0.62324476,0.8087503,0.5503144
-1.5471632,-1.4612448,0.072167106,-0.9709405
-0.61194986,-0.16288905,-0.5245969,-0.7606522
1.1082942,1.628178,0.6720646,0.67833936
0.5313678,0.58399147,1.0226424,0.78254944
-1.5471632,-1.4612448,-0.70170844,-0.633247
-0.5959394,-1.0101575,-0.42750505,-0.17145017
-0.0024657138,-0.045438595,0.053278454,-0.034568112
0.32896852,1.3854709,1.0505449,0.74760586
-1.0655904,-0.20214231,-0.05785679,0.17339103
0.8849854,2.0072947,1.6408597,1.3847799
-0.0024657138,-0.045438595,0.14372727,0.056111295
1.504038,2.2252426,1.4168812,1.5262734
-1.04958,-1.0494108,-0.9748981,-0.75527567
-0.6555796,-1.3454463,-0.75417465,-0.9258373
0.2056825,0.38053763,0.42579302,0.46254694
-0.21709985,-0.5011003,0.5141952,0.020951664
-1.4278828,-0.7906671,-0.73021245,-0.8158759
-0.08180896,-0.67779106,-0.40850484,-0.4381171
0.29703063,-0.1687339,0.023585776,-0.32418045
-0.3560833,-1.4687417,-0.45491225,-0.8379784
-0.8619845,-0.8783225,-1.0076987,-0.7952058
0.28502575,1.0128901,1.1318442,1.2345651
0.49965987,1.4685519,1.2562518,1.0764275
-0.8105736,-1.4658192,-0.94334704,-1.0889733
-0.826271,-1.4285274,-0.07114627,-0.29001525
-0.24880774,0.38346004,0.10360635,0.16552514
-0.0024657138,-0.045438595,-0.33979487,-0.5160059
0.23739041,-0.5040228,0.12801814,0.13614888
0.0888824,-0.5947101,-0.09148904,-0.45019317
-0.0024657138,-0.045438595,0.56829244,0.5919701
0.8619523,2.0570767,1.266363,0.7504575
1.6907398,1.461055,1.4961046,0.95825255
-0.9216247,-1.2136114,-1.0715214,-1.1609669
0.8936602,1.1725162,1.5557872,1.0149399
-0.0024657138,-0.045438595,0.31171215,-0.21272641
-1.2959219,-0.6205121,-0.66675913,-0.8788136
-0.7940264,-1.5452869,-0.99612767,-1.0985677
-0.7146831,-0.91293436,-0.9171706,-1.0222961
-1.5471632,-1.4612448,-0.99634475,-1.0966364
